id,source_ticker,source_name,source_cik,target_ticker,target_name,target_cik,relationship_type,raw_mention,context,confidence,confidence_tier,ai_label,ai_confidence,ai_reasoning,ai_business_logic,ai_alternative
103,FNF,"Fidelity National Financial, Inc.",0001331875,FAF,First American Financial Corp,0001472787,HAS_COMPETITOR,First American Financial Corporation,"In our principal markets, competitors include other major title underwriters such as First American Financial Corporation, Old Republic International Corporation, Stewart Information Services Corporat",0.95,high,,,,,
104,ELUT,ELUTIA INC.,0001708527,IDN,"Intellicheck, Inc.",0001040896,HAS_COMPETITOR,IDN,"GPOs and IDNs typically award contracts on a category-by-category basis through a competitive bidding process and, at any given time, we are typically in various stages of responding to bids and negot",1.0,medium,,,,,
105,DGWR,"Deep Green Waste & Recycling, Inc.",0001637866,DG,DOLLAR GENERAL CORP,0000029534,HAS_SUPPLIER,DG,"3


Asset
Purchase Agreement

On
February 8, 2021, the Company, through its wholly owned subsidiary DG Research, Inc.",1.0,medium,,,,,
106,SNAL,"Snail, Inc.",0001886894,MSFT,MICROSOFT CORP,0000789019,HAS_SUPPLIER,Microsoft,"Towards the end of the first quarter of 2020, we implemented a remote working program, and we engaged with significant vendors (such as Amazon), platform providers (such as Microsoft, Sony, Steam, Epi",1.0,medium,,,,,
107,BIRD,"Allbirds, Inc.",0001653909,SHOP,SHOPIFY INC.,0001594805,HAS_PARTNER,Shopify,"Because we started our business with a modern technology stack, we are able to rely on partners such as Shopify to more effectively scale.",1.0,medium,,,,,
108,ORA,"ORMAT TECHNOLOGIES, INC.",0001296445,BRC,BRADY CORP,0000746598,HAS_CUSTOMER,Brady,"34


Table of Contents


Description of Our Power Plants


Domestic Operating Power Plants

The following descriptions summarize certain industry metrics for our domestic operating power plants:

Powe",1.0,low,,,,,
109,AISP,"Airship AI Holdings, Inc.",0001842566,MSFT,MICROSOFT CORP,0000789019,HAS_PARTNER,Microsoft,"Our Management Team

Our team is comprised
of Israeli technology leaders and entrepreneurs, as well as finance, investment and merchant banking executives with multi-national operational
and transacti",1.0,medium,,,,,
110,LASR,"NLIGHT, INC.",0001124796,COHR,COHERENT CORP.,0000820318,HAS_COMPETITOR,Coherent,"We compete with companies that offer semiconductor lasers, fiber lasers, fiber amplifiers and other laser products such as IPG Photonics Corporation, Coherent, BWT Ltd., II-VI Incorporated, Raycus Fib",1.0,medium,,,,,
111,CMMB,Chemomab Therapeutics Ltd.,0001534248,TGT,TARGET CORP,0000027419,HAS_PARTNER,Target,"Target expression and engagement

Chemomab regularly collaborates with leading academic centers around the world to investigate
the role of CCL24 and CM-101 in various indications.",1.0,medium,,,,,
112,GLDD,Great Lakes Dredge & Dock CORP,0001372020,FTI,TechnipFMC plc,0001681459,HAS_PARTNER,TechnipFMC,"At TechnipFMC, she was responsible for positioning TechnipFMC to support the transition into new and economically viable wind energy resources, and managing the Makani wind-borne energy spar offshore",1.0,low,,,,,
113,ISRLF,Israel Acquisitions Corp,0001915328,AAPL,Apple Inc.,0000320193,HAS_PARTNER,Apple,"He served as a director at LiveU (acquired by Francisco Partners), Viewbix (acquired by Algomizer), Rollout.io, Drupe, and RegulusX and served as a director at Prime Sense prior to its sale to Apple a",1.0,medium,,,,,
114,ALLR,"Allarity Therapeutics, Inc.",0001860657,NDAQ,"NASDAQ, INC.",0001120193,HAS_PARTNER,Nasdaq,"Further,
delisting from Nasdaq markets could also have other negative effects, including potential loss of confidence by partners, lenders, suppliers
and employees.",1.0,medium,,,,,
115,ASPN,ASPEN AEROGELS INC,0001145986,GM,General Motors Co,0001467858,HAS_SUPPLIER,General Motors,"We are currently supplying thermal barrier production parts to both

3

General Motors and Toyota, and thermal barrier prototype parts to a number of global manufacturers of EVs, grid storage and home",1.0,medium,,,,,
116,EXFY,"Expensify, Inc.",0001476840,MQ,"Marqeta, Inc.",0001522540,HAS_SUPPLIER,Marqeta,"For our Legacy Card Program, launched in 2020, we rely on a single third-party vendor, Marqeta, for the Expensify Card, who also manages the relationship with the card's issuing bank, Sutton Bank, and",1.0,low,,,,,
117,CNTA,Centessa Pharmaceuticals plc,0001847903,BIIB,BIOGEN INC.,0000875045,HAS_COMPETITOR,Biogen,A competitor anti-BDCA-2 mAb (BIIB059 being developed by Biogen) has shown promise in Phase 2 clinical trials for both SLE and CLE.,1.0,medium,,,,,
118,COO,"COOPER COMPANIES, INC.",0000711404,ABBV,AbbVie Inc.,0001551152,HAS_COMPETITOR,AbbVie,"With PARAGARD, we compete with manufacturers of hormonal IUDs including Bayer and AbbVie, Long Acting Reversible Contraceptives (LARCs), including Organon, and other forms of birth control.",1.0,medium,,,,,
119,APCX,AppTech Payments Corp.,0001070050,GPN,GLOBAL PAYMENTS INC,0001123360,HAS_PARTNER,Global Payments,"Our processing partners include Total Systems Services
(“TSYS”)/Global Payments., JetPay an NCR Payment Solutions Company, Harbortouch Payments a Shift4 Company, Cynergy Data/Priority
Payments Systems",1.0,medium,,,,,
120,TSNDF,TerrAscend Corp.,0001778129,CGC,Canopy Growth Corp,0001737927,HAS_PARTNER,Canopy Growth Corporation,"To support its new strategy, TerrAscend entered into an agreement with Canopy Growth Corporation (“Canopy Growth”), RIV Capital Inc.",0.95,low,,,,,
121,NEON,Neonode Inc.,0000087050,SYNA,SYNAPTICS Inc,0000817720,HAS_COMPETITOR,Synaptics,"6

Our
competitors, and the interface technology we believe they offer, include the following:

| Company             | Technology                            |
|---------------------|-----------------",1.0,medium,,,,,
122,WSO,WATSCO INC,0000105016,OC,Owens Corning,0001370946,HAS_SUPPLIER,Owens Corning,"In addition, we have substantial relationships with manufacturers of non-equipment HVAC/R products, including Mueller, Flexible Technologies, Southwark, Resideo, DiversiTech Corp., Emerson, Johns Manv",1.0,medium,,,,,
123,INO,"INOVIO PHARMACEUTICALS, INC.",0001055726,PGEN,"PRECIGEN, INC.",0001356090,HAS_COMPETITOR,Precigen,"37

Our competitors and potential competitors include large pharmaceutical companies broadly engaged in vaccine/immunotherapy research and development, such as Janssen Pharmaceuticals (part of J&J), S",1.0,high,,,,,
124,ARTV,"Artiva Biotherapeutics, Inc.",0001817241,FATE,FATE THERAPEUTICS INC,0001434316,HAS_COMPETITOR,Fate Therapeutics,"Our known biopharmaceutical competitors that are developing allogeneic CAR-NK or CAR-T cell therapies or T-cell engaging bispecific antibodies include, but may not be limited to, the following: Adicet",1.0,medium,,,,,
125,NRXS,"Neuraxis, INC",0001933567,TGT,TARGET CORP,0000027419,HAS_CUSTOMER,Target,"|


Our
Growth Strategies


| ● | List price of our product is $1,195 per device and $4,780 per patient |
|---|-----------------------------------------------------------------------|
| ● | Stronggros",1.0,medium,,,,,
126,AVGO,Broadcom Inc.,0001730168,MTSI,"MACOM Technology Solutions Holdings, Inc.",0001493594,HAS_SUPPLIER,MACOM Technology Solutions Holdings,"In semiconductor solutions, we compete with integrated device manufacturers, fabless semiconductor companies and the internal resources of large integrated OEMs, such as Advanced Micro Devices, Inc.,",1.0,low,,,,,
127,NVDA,NVIDIA CORP,0001045810,GOOGL,Alphabet Inc.,0001652044,HAS_SUPPLIER,Alphabet Inc,"Ltd., or Huawei, and Intel Corporation, or Intel;
•large cloud services companies with internal teams designing hardware and software that incorporate accelerated or AI computing functionality as part",0.95,medium,,,,,
128,AGIO,"AGIOS PHARMACEUTICALS, INC.",0001439222,BMY,BRISTOL MYERS SQUIBB CO,0000014272,HAS_PARTNER,Bristol Myers Squibb,Servier also acquired our co-commercialization rights for Bristol Myers Squibb’s IDHIFA® and the right to receive a $25.0 million potential milestone payment under our prior collaboration agreement wi,1.0,medium,,,,,
129,ENTA,ENANTA PHARMACEUTICALS INC,0001177648,ABT,ABBOTT LABORATORIES,0000001800,HAS_PARTNER,Abbott Laboratories,"Collaboration and License Agreement with AbbVie

We entered into a Collaborative Development and License Agreement with Abbott Laboratories in November 2006 to develop and commercialize HCV NS3 and NS",1.0,medium,,,,,
130,CCOI,"COGENT COMMUNICATIONS HOLDINGS, INC.",0001158324,CIEN,CIENA CORP,0000936395,HAS_SUPPLIER,Ciena,"If Cisco or Ciena fails to provide equipment on a timely basis or fails to meet our performance expectations, including in the event that either vendor fails to enhance, maintain, upgrade or improve t",1.0,medium,,,,,
131,TERN,"Terns Pharmaceuticals, Inc.",0001831363,MA,Mastercard Inc,0001141391,HAS_SUPPLIER,MA,"48


Post-approval requirements

Similar to the United States, both MA holders and manufacturers of medicinal products are subject to comprehensive regulatory oversight by the EMA, the European Commis",1.0,medium,,,,,
132,FOUR,"Shift4 Payments, Inc.",0001794669,GPN,GLOBAL PAYMENTS INC,0001123360,HAS_COMPETITOR,Global Payments,"For certain services and solutions, including end-to-end payments, we compete with third-party payment processors (such as Chase Paymentech, Elavon, FIS, Fiserv and Global Payments) and integrated pay",1.0,medium,,,,,
133,WLDN,"Willdan Group, Inc.",0001370450,SCE-PM,SOUTHERN CALIFORNIA EDISON Co,0000092103,HAS_CUSTOMER,Southern California Edison,"Southern California Edison has contracted with us to develop, implement, and offer these programs to SCE customers.",1.0,medium,,,,,
134,SLE,"Super League Enterprise, Inc.",0001621672,CMCSA,COMCAST CORP,0001166691,HAS_COMPETITOR,Comcast,"We compete for users and their engagement hours with global technology leaders such as Amazon, Apple, Meta Platforms, Google, Microsoft, and Tencent, global entertainment companies such as Comcast, Di",1.0,medium,,,,,
135,FTNT,"Fortinet, Inc.",0001262039,ZS,"Zscaler, Inc.",0001713683,HAS_COMPETITOR,Zscaler,"Our competitors include companies such as Barracuda, Check Point, Cisco, CrowdStrike, F5 Networks, FireEye, Forcepoint, Imperva, Juniper, McAfee, Palo Alto Networks, Proofpoint, SonicWALL, Sophos, Tre",1.0,high,,,,,
136,BMRN,BIOMARIN PHARMACEUTICAL INC,0001048477,PFE,PFIZER INC,0000078003,HAS_COMPETITOR,Pfizer,"Product Candidates


Valoctocogene roxaparvovec

Valoctocogene roxaparvovec, a gene therapy product candidate for severe hemophilia A, could have competition from marketed recombinant factor VIII repl",1.0,medium,,,,,
137,CWEN,"Clearway Energy, Inc.",0001567683,PG,PROCTER & GAMBLE Co,0000080424,HAS_COMPETITOR,PG,"On October 17, 2019, an ad hoc group of senior noteholders filed a competing plan of reorganization, which would also provide for PG&E to assume all of its PPAs with the Company.",1.0,medium,,,,,
138,BTM,Bitcoin Depot Inc.,0001901799,GPN,GLOBAL PAYMENTS INC,0001123360,HAS_COMPETITOR,Global Payments,"Separately, given our mission to Bring Bitcoin to the Masses™ by enabling our users to transact on everyday activities using Bitcoin, from paying bills to sending money transfers to a variety of other",1.0,medium,,,,,
139,APP,AppLovin Corp,0001751008,U,Unity Software Inc.,0001810806,HAS_PARTNER,Unity Software,"Several of these platforms, including Facebook, Google, Amazon, and Unity Software, are also our partners and clients.",1.0,low,,,,,
140,ONC,BeOne Medicines Ltd.,0001651308,AMGN,AMGEN INC,0000318154,HAS_SUPPLIER,Amgen,"and Amgen (the “Share Purchase Agreement”), we issued to Amgen 206,635,013 ordinary shares in the form of 15,895,001 American Depositary Shares (ADSs) of BeiGene, Ltd.",1.0,medium,,,,,
141,TNL,Travel & Leisure Co.,0001361658,PINS,"PINTEREST, INC.",0001506293,HAS_CUSTOMER,Pinterest,"We also have a comprehensive strategy for communicating to customers using a variety of digital and social channels such as Facebook, Google, Instagram, Twitter, Pinterest, and YouTube.",1.0,medium,,,,,
142,USB,US BANCORP \DE\,0000036104,TBBK,"Bancorp, Inc.",0001295401,HAS_COMPETITOR,Bancorp,Bancorp’s results could also be adversely affected by changes in interest rates; deterioration in the credit quality of its loan portfolios or in the value of the collateral securing those loans; dete,1.0,medium,,,,,
143,XPOF,"Xponential Fitness, Inc.",0001802156,RUM,Rumble Inc.,0001830081,HAS_PARTNER,Rumble,"This partnership allows Princess passengers the opportunity to experience our brands, except for Rumble and BFT.",1.0,low,,,,,
144,NIXX,"Nixxy, Inc.",0001462223,F,FORD MOTOR CO,0000037996,HAS_CUSTOMER,Ford Motor Co,"Our clients include major enterprises such as Schlumberger, NRG Energy, Halliburton
Co., Ford Motor Co., and Coca Cola Co, as well as rapidly growing, technology-focused startups.",1.0,low,,,,,
145,JCI,Johnson Controls International plc,0000833444,HON,HONEYWELL INTERNATIONAL INC,0000773840,HAS_COMPETITOR,Honeywell International,"Larger competitors include Honeywell International, Inc.; Siemens Smart Infrastructure, an operating group of Siemens AG; Schneider Electric SA; Carrier Global Corporation; Trane Technologies plc; Dai",1.0,medium,,,,,
146,NXRT,"NexPoint Residential Trust, Inc.",0001620393,NREF,"NexPoint Real Estate Finance, Inc.",0001786248,HAS_COMPETITOR,NexPoint Real Estate Finance,"Similarly, our Adviser or its affiliates may have other clients with similar, different or competing investment objectives, including NexPoint Real Estate Finance, Inc.",1.0,high,,,,,
147,CNXN,PC CONNECTION INC,0001050377,ADBE,ADOBE INC.,0000796343,HAS_SUPPLIER,Adobe,"We also compete with:
​
●certain product manufacturers that sell directly to customers as well as some of our own suppliers, such as Apple, Dell, HP, and Lenovo;
​
●software publishers, such as Micros",1.0,medium,,,,,
148,QNST,"QUINSTREET, INC",0001117297,NDAQ,"NASDAQ, INC.",0001120193,HAS_SUPPLIER,Nasdaq,"If we are not able to comply with the requirements of the SOX Act in a timely manner, the market price of our stock could decline and we could be subject to sanctions or investigations by Nasdaq, the",1.0,medium,,,,,
149,SYRS,"Syros Pharmaceuticals, Inc.",0001556263,INCY,INCYTE CORP,0000879169,HAS_SUPPLIER,Incyte,"In addition, from the closing of this sale until the earlier of the second anniversary of such closing or the expiration or termination of the collaboration agreement, we have granted to Incyte the ri",1.0,medium,,,,,
150,GLPI,"Gaming & Leisure Properties, Inc.",0001575965,VICI,VICI PROPERTIES INC.,0001705696,HAS_COMPETITOR,VICI Properties Inc,"Competition

We compete for additional real property investments with other REITs, including two other gaming focused REITs, MGM Growth Properties LLC and VICI Properties Inc., investment companies, p",0.95,low,,,,,
151,RLAY,"Relay Therapeutics, Inc.",0001812364,RVMD,"Revolution Medicines, Inc.",0001628171,HAS_PARTNER,Revolution Medicines,"RLY-1971

While there are currently no approved products targeting SHP2, we are aware of other companies in clinical trials developing therapeutics that target SHP2, including, but not limited to, Rev",1.0,low,,,,,
152,ETHA,iShares Ethereum Trust ETF,0002000638,COIN,"Coinbase Global, Inc.",0001679788,HAS_SUPPLIER,Coinbase Global,"The insurance maintained by Coinbase Global is shared among all of Coinbase’s customers, is not specific to the Trust or to customers holding ether with the Ether Custodian or Prime Execution Agent an",1.0,medium,,,,,
153,DRH,DiamondRock Hospitality Co,0001298946,AAPL,Apple Inc.,0000320193,HAS_COMPETITOR,Apple,"An increase in hotel reservations made through Google or its competitors, such as Apple, Amazon or Facebook, may reduce the value of our franchise brands, which may negatively affect our average rates",1.0,medium,,,,,
154,MPWR,MONOLITHIC POWER SYSTEMS INC,0001280452,ON,ON SEMICONDUCTOR CORP,0001097864,HAS_COMPETITOR,ON Semiconductor,"We consider our primary competitors to include Analog Devices, Infineon Technologies, NXP Semiconductors, ON Semiconductor, Power Integrations, Renesas Electronics, ROHM Semiconductor, Semtech, STMicr",1.0,medium,,,,,
155,KLXE,"KLX Energy Services Holdings, Inc.",0001738827,BKR,Baker Hughes Co,0001701605,HAS_COMPETITOR,Baker Hughes,"Our major competitors include Schlumberger, Halliburton, Baker Hughes, Patterson-UTI Energy, Liberty Oilfield Services, RPC, ProPetro Holding Corp., Phoenix Technology Services, STEP Energy Services,",1.0,medium,,,,,
156,GDYN,"GRID DYNAMICS HOLDINGS, INC.",0001743725,EPAM,"EPAM Systems, Inc.",0001352010,HAS_COMPETITOR,EPAM Systems,"Grid Dynamics faces competition primarily from:
•emerging small to mid-cap digital services companies, such as Globant S.A., Endava plc, EPAM Systems, Inc., Slalom Consulting Inc., and Thoughtworks Ho",1.0,medium,,,,,
157,SAIC,Science Applications International Corp,0001571123,UIS,UNISYS CORP,0000746838,HAS_CUSTOMER,Unisys Corporation,"On March 13, 2020, we completed the acquisition of Unisys Federal, a former operating unit of Unisys Corporation, which enhances our capabilities in government priority areas, expands our portfolio of",0.95,medium,,,,,
158,AI,"C3.ai, Inc.",0001577526,BKR,Baker Hughes Co,0001701605,HAS_SUPPLIER,Baker Hughes,"Factors that may cause fluctuations in our annual or quarterly results of operations and key metrics include, without limitation, the risk factors listed elsewhere in this section and the factors list",1.0,medium,,,,,
159,INAB,"IN8BIO, INC.",0001740279,ADAPY,Adaptimmune Therapeutics PLC,0001621227,HAS_COMPETITOR,Adaptimmune Therapeutics,"Our known competitors in the field of allogeneic and gamma-delta T cell therapy include Acepodia USA, Adaptimmune Therapeutics plc, Adicet Bio, Inc., Allogene Therapeutics, Inc., American Gene Technol",1.0,medium,,,,,
160,BALY,Bally's Corp,0001747079,BLYQ,"BALLY, CORP.",0001591565,HAS_COMPETITOR,Bally,"In summary, we remain focused in our continuing effort to rebirth Bally’s brand as a legendary, integrated brand, leveraging our casino and resort, interactive and media environments with a compelling",1.0,low,,,,,
161,TRIP,"TripAdvisor, Inc.",0001526520,WMT,Walmart Inc.,0000104169,HAS_COMPETITOR,Walmart,"Across our three segments, we primarily compete, and in some cases partner, with the following businesses:
•General OTAs, such as Expedia, Booking Holdings, Airbnb, traveloka, Despegar, Trip.com, and",1.0,medium,,,,,
162,GETY,"Getty Images Holdings, Inc.",0001898496,SSTK,"Shutterstock, Inc.",0001549346,HAS_COMPETITOR,Shutterstock,We believe our principal competitors for creative content are Shutterstock and AdobeStock and our principal competitors for editorial content include the Associated Press and Reuters.,1.0,low,,,,,
163,DDS,"DILLARD'S, INC.",0000028917,AXP,AMERICAN EXPRESS CO,0000004962,HAS_PARTNER,American Express,"(""Wells Fargo"") owns and manages Dillard's private label credit cards, including credit cards co-branded with American Express (collectively ""private label cards"") under a long-term marketing and serv",1.0,medium,,,,,
164,PSPX,Pacific Sports Exchange Inc.,0001765651,MSTR,Strategy Inc,0001050446,HAS_SUPPLIER,Strategy,"| 5                 |
|-------------------|
| Table of Contents |


Competitive Business Conditions and Strategy; Position in the Industry

Our Company competes with other vendors of golf and tennis e",1.0,medium,,,,,
165,GMBL,"ESPORTS ENTERTAINMENT GROUP, INC.",0001451448,RSI,"Rush Street Interactive, Inc.",0001793659,HAS_SUPPLIER,Rush Street Interactive,"Most of EEG’s current competitors, including bet365, William Hill, Betway, Penn National Gaming, Inc., Pinnacle Sports, PointsBet
Holdings Limited., DraftKings Inc., Rush Street Interactive, Inc., Kin",1.0,low,,,,,
166,HJGP,"Hanjiao Group, Inc.",0001421819,MS,MORGAN STANLEY,0000895421,HAS_PARTNER,Ms,"On March 27, 2007, we entered into an agreement with
Ms.",1.0,medium,,,,,
167,SIDU,Sidus Space Inc.,0001879726,SR,SPIRE INC,0001126956,HAS_COMPETITOR,Spire,"Currently, our primary competitors in the commercial
satellite market are Blacksky, Spire, Hawkeye 360, LoftOrbital, York Aerospace Systems and IceEye.",1.0,low,,,,,
168,VYGR,"Voyager Therapeutics, Inc.",0001640266,BIIB,BIOGEN INC.,0000875045,HAS_COMPETITOR,Biogen,"in collaboration with AC Immune SA, Eisai Co., Ltd., Janssen Pharmaceuticals, Inc., UCB S.A., Bristol Myers Squibb Company in collaboration with Prothera Inc., along with several other companies, as w",1.0,medium,,,,,
169,NVAX,NOVAVAX INC,0001000694,PFE,PFIZER INC,0000078003,HAS_COMPETITOR,Pfizer,"Several competitors are working on developing seasonal influenza vaccines using different technologies than those in existing marketed vaccines, the most notable being mRNA from companies including Sa",1.0,medium,,,,,
170,ACLS,AXCELIS TECHNOLOGIES INC,0001113232,IT,GARTNER INC,0000749251,HAS_CUSTOMER,Gartner Inc,"Customers

In 2019,  according to Gartner Inc., the top 20 semiconductor chip manufacturers accounted for approximately 88.2% of total semiconductor capital equipment spending, down slightly from 88.8",1.0,medium,,,,,
171,QTTB,Q32 Bio Inc.,0001661998,MA,Mastercard Inc,0001141391,HAS_SUPPLIER,MA,"Post-Approval Requirements

Similar to the United States, both MA holders and manufacturers of medicinal products are subject to comprehensive regulatory oversight by the EMA, the European Commission",1.0,medium,,,,,
172,TBPH,"Theravance Biopharma, Inc.",0001583107,INVA,"Innoviva, Inc.",0001080014,HAS_PARTNER,Innoviva,The table also includes the status of the respiratory programs in which we have an economic interest and for which GSK is responsible pursuant to agreements between Innoviva and GSK (“GSK-Partnered Re,1.0,high,,,,,
173,CDW,CDW Corp,0001402057,NTNX,"Nutanix, Inc.",0001618732,HAS_CUSTOMER,Nutanix,"We have received the highest level of certification from major vendor partners such as Cisco, Dell EMC, Hewlett Packard Enterprise, IBM, Microsoft, NetApp, Nutanix, Palo Alto Networks, Samsung and VMw",1.0,low,,,,,
174,PLUS,EPLUS INC,0001022408,CSCO,"CISCO SYSTEMS, INC.",0000858877,HAS_PARTNER,Cisco Systems,"These solutions
              are comprised of world class leading technologies from partners such as Amazon Web Services, Arista Networks, Check Point, Cisco Systems, Citrix, Commvault, Crowdstrike,",1.0,medium,,,,,
175,DT,"Dynatrace, Inc.",0001773383,MSFT,MICROSOFT CORP,0000789019,HAS_SUPPLIER,Microsoft,"As part of our strategy to broaden our target markets and accelerate adoption of our products, we contribute software program code to certain open source projects, managed by organizations such as Mic",1.0,medium,,,,,
176,UPXI,"UPEXI, INC.",0001775194,WMT,Walmart Inc.,0000104169,HAS_PARTNER,Walmart,"Resellers on and off Amazon represent a significant part of our business, which allows us to use our capital to buy in bulk with quick resale opportunities, whether it be direct Amazon listings or thr",1.0,medium,,,,,
177,LAC,LITHIUM AMERICAS CORP.,0001966983,GM,General Motors Co,0001467858,HAS_PARTNER,General Motors,"With a strategic investment, joint venture partnership and long-term offtake agreement with General Motors, production from Thacker Pass Phase 1 is estimated to support lithium needs for up to 800,000",1.0,medium,,,,,
178,WNS,WNS (HOLDINGS) LTD,0001356570,MSTR,Strategy Inc,0001050446,HAS_SUPPLIER,Strategy,"19


Table of Contents


Service offerings we provide across verticals include:


•


Transformation and Advisory Services: Strategy assessment, procurement operating model design, maturity evaluation",1.0,medium,,,,,
179,AUTL,Autolus Therapeutics plc,0001730463,CABA,"Cabaletta Bio, Inc.",0001759138,HAS_PARTNER,Cabaletta Bio Inc,"We have collaboration and license agreements with, for example, BioNTech SE, Cabaletta Bio Inc., Moderna Inc., Bristol-Myers Squibb Company, and investee of Syncona Portfolio Limited.",0.95,low,,,,,
180,VERA,"Vera Therapeutics, Inc.",0001831828,MA,Mastercard Inc,0001141391,HAS_SUPPLIER,MA,"Similar to the United States, both MA holders and manufacturers of medicinal products are subject to comprehensive regulatory oversight by the EMA, the European Commission and/or the competent regulat",1.0,medium,,,,,
181,KTB,"Kontoor Brands, Inc.",0001760965,ICNB,"Iconic Brands, Inc.",0001350073,HAS_COMPETITOR,Iconic Brands,"Our Competitive Strengths


•


Iconic Brands with Significant Global Scale.",1.0,low,,,,,
182,ORLY,O REILLY AUTOMOTIVE INC,0000898173,AZO,AUTOZONE INC,0000866787,HAS_COMPETITOR,AutoZone,"We compete primarily with
●national retail and wholesale automotive parts chains (such as AutoZone, Inc., Advance Auto Parts, CARQUEST, NAPA and the Pep Boys - Manny, Moe and Jack, Inc.);
●regional re",1.0,medium,,,,,
183,GRDX,GridAI Technologies Corp.,0001604191,NDAQ,"NASDAQ, INC.",0001120193,HAS_SUPPLIER,Nasdaq,"The market price for our Common Stock has been and may continue to be volatile and subject to wide fluctuations in response to factors including the following:
·sales or potential sales of substantial",1.0,medium,,,,,
184,EVTC,"EVERTEC, Inc.",0001559865,AXP,AMERICAN EXPRESS CO,0000004962,HAS_CUSTOMER,American Express,"Association and Network Rules

Several of our subsidiaries are registered with or certified by card associations and payment networks, including the ATH network, MasterCard, Visa, American Express, Di",1.0,medium,,,,,
185,ABCL,AbCellera Biologics Inc.,0001703057,MSTR,Strategy Inc,0001050446,HAS_COMPETITOR,Strategy,"For a discussion of the risks we face relating to competition, see “Risk Factors—Risks Related to our Business and Strategy—The life sciences technology market is highly competitive, and if we cannot",1.0,medium,,,,,
186,INDV,INDIVIOR PLC,0001625297,AQST,"Aquestive Therapeutics, Inc.",0001398733,HAS_SUPPLIER,Aquestive Therapeutics,"SUBOXONE Film

SUBOXONE Film is manufactured under an exclusive license and supply agreement with Aquestive Therapeutics.",1.0,low,,,,,
187,TCRT,"Alaunos Therapeutics, Inc.",0001107421,INCY,INCYTE CORP,0000879169,HAS_COMPETITOR,Incyte,"Finally, we also face competition from non-cellular treatments offered by other companies, such as Amgen, AstraZeneca, Bristol-Myers Squibb, Immatics, Immunocore, Incyte, Merck, Mirati and Roche.",1.0,medium,,,,,
188,AIRG,AIRGAIN INC,0001272842,AVGO,Broadcom Inc.,0001730168,HAS_CUSTOMER,Broadcom,"Our customer base includes Aruba, AT&T (DIRECTV U.S., LLC), Belkin International, Inc., Broadcom, Charter Communications, Inc., Comcast Corporation, Commscope, Inc., Dish Network, Liberty Global plc.,",1.0,medium,,,,,
189,CFG,CITIZENS FINANCIAL GROUP INC/RI,0000759944,CIA,"CITIZENS, INC.",0000024090,HAS_SUPPLIER,Citizens,"Some key elements of our DE&I strategy include the following:
•Continued execution of various initiatives funded through our $10 million social equity commitment and our $500 million commitment to inc",1.0,medium,,,,,
190,UHAL,U-Haul Holding Co /NV/,0000004457,CUBE,CubeSmart,0001298675,HAS_COMPETITOR,CubeSmart,"Our largest competitors in the self-storage market are Public Storage Inc., Extra Space Storage, Inc., CubeSmart and Life Storage, Inc.",1.0,low,,,,,
191,NCNO,"nCino, Inc.",0001902733,CRM,"Salesforce, Inc.",0001108524,HAS_COMPETITOR,Salesforce,"Furthermore, there are no exclusivity arrangements in place with Salesforce that would prevent them from developing their own offerings that compete directly with ours, acquiring a company with offeri",1.0,medium,,,,,
192,SNX,TD SYNNEX CORP,0001177394,MSFT,MICROSOFT CORP,0000789019,HAS_SUPPLIER,Microsoft Corporation,"Our primary OEM suppliers include Apple, Inc., Cisco Systems, Inc., Dell, Inc., Hewlett-Packard Enterprise Company, HP Inc., International Business Machines Corporation, Lenovo Group Ltd., Microsoft C",0.95,medium,,,,,
193,PAL,"Proficient Auto Logistics, Inc",0001998768,TSLA,"Tesla, Inc.",0001318605,HAS_SUPPLIER,Tesla,"The chart below indicates the
tenure (i.e., the maximum number of years the customer has been served by one of the Founding Companies) of our top 12 customers:

| Customer       | Tenure | Customer",1.0,medium,,,,,
194,SIBN,"SI-BONE, Inc.",0001459839,MDT,Medtronic plc,0001613103,HAS_COMPETITOR,Medtronic,"In the United States, we believe that our primary competitors marketing implantable devices currently are Medtronic plc and Globus Medical, Inc.",1.0,medium,,,,,
195,EXEL,"EXELIXIS, INC.",0000939767,GILD,"GILEAD SCIENCES, INC.",0000882095,HAS_COMPETITOR,Gilead Sciences,"Other potential competitors for the treatment of hypertension in Japan, if and when they are approved by the MHLW, include: Janssen Pharmaceuticals’ canagliflozin; Reata Pharmaceuticals’ bardoxolone m",1.0,medium,,,,,
196,TENB,"Tenable Holdings, Inc.",0001660280,QLYS,"QUALYS, INC.",0001107843,HAS_COMPETITOR,Qualys,"Our competitors include: vulnerability management and assessment vendors, including Qualys and Rapid7; diversified security software and services vendors; endpoint security vendors with vulnerability",1.0,high,,,,,
197,UPXI,"UPEXI, INC.",0001775194,VATE,INNOVATE Corp.,0001006837,HAS_CUSTOMER,Innovate,"The success of our product offerings depends upon a number of factors, including our ability to:

| · | Anticipate customer needs;                                             |
|---|------------------",1.0,medium,,,,,
198,LTRN,Lantern Pharma Inc.,0001763950,RXRX,"RECURSION PHARMACEUTICALS, INC.",0001601830,HAS_COMPETITOR,Recursion Pharmaceuticals,"Our competition in AI-driven
drug development for oncology includes, but is not limited to, the following:

| ● | Development of drug candidates: AbCellera, Atomwise, Benevolent AI, Berg Health, Exsci",1.0,low,,,,,
